name,long,lat,address,nb_items,equipment,id,url,facilities,about
Mauku Reserve,174.690197924506,-36.7681412426093,"38 Mackay Drive, Greenhithe",3,Kompan Apex<br>Kompan multi spinner<br>Swing,24314,,,
Maungawhau Domain (Mt Eden),174.76308229111,-36.8720715183537,"250 Mount Eden Road, Auckland Central",8,Flying Fox<br>Flying Fox<br>Hip Hop seesaw<br>Junior Module<br>Roundabout<br>Spacenet<br>Swings<br>Train Track<br>Tree House Senior Module,10179,,,
May Road War Memorial Park,174.737228136932,-36.9050906078036,"13 May Road, Auckland",20,Fitness Station - Hurdle<br>Fitness Station - Hurdle<br>Fitness Station - Rung Ladder<br>Fitness Station Balance Log<br>Fitness Station Balance Log<br>Fitness Station<br>Fitness Station Cycle Strider<br>Fitness Station Cycle Strider<br>Fitness Station Horse Rider<br>Fitness Station Jump Touch<br>Fitness Station Monkey Bars<br>Fitness Station Sit up Bench<br>Fitness Station Step and Reach<br>Fitness Station Stepping Poles<br>Luna spinner<br>Module<br>Module fitness<br>Parkour Unit<br>Spica twirl about<br>Spica twirl about<br>Springy rocker<br>Springy rocker<br>Stepping logs<br>Stepping platform - webbed<br>Swing<br>Swing,10034,,,
Maybury Reserve,174.85946501946,-36.8791580210767,"40 Maybury Street, Auckland Central",2,Module<br>Swing,10176,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1255,"This open space runs from the Glen Innes Shopping Centre, starting with the Ruapotaka Marae, Glen Innes Community Centre/CAB/Plunket facility and Glen Innes Library all the way down to the","A lovely long open space, with a creek running through the centre of it. It is a favourite walkway for locals. Still has remnants of the community garden established by Tom Court with the feijoas trees still providing fruit for school children running parallel to the path."
Maygrove Reserve,174.685968576663,-36.592222600048,"108 Riverside Road, Orewa",3,Module-Medium<br>Seesaw-Spring<br>Swing,20661,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13389,playground,
Mcclintock Reserve,174.605953390769,-36.835262656302604,"22 Mcclintock Road, Auckland",2,Modern Modular<br>Swing Double,20706,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13393,playground,Local Park - Leisure
Mckinley Park,174.638223500747,-36.8997021185997,"6 Mckinley Road, Auckland",5,Fort/Slide<br>Modern Modular<br>Playground Track<br>Spinner<br>Swing Triple,20716,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13402,playground,Local Park - Leisure
McLeod Park,174.655770100693,-36.8757179365228,"196 McLeod Road, Auckland",3,Modern Modular<br>Playground Track<br>Swing Double,11488,,,
Mcshane Street Reserve,174.892296179123,-37.1959257442492,"31 Mcshane Street, Auckland",3,Climbing frame<br>Modern modular (large)<br>Swing unit,22932,,,
Meadowland Park,174.935673336212,-36.9112858101415,"41R Meadowland Drive, Auckland",8,Air Walker<br>Hip Swing<br>Leg Press<br>Rowing Machine<br>Sit Ups<br>Tricep Ext<br>Modern modular (large)<br>Modern modular (large)<br>Swing unit,10710,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13416,"playground, toilets",Local Park - Sport
Meadowood Reserve,174.722058906953,-36.7529565388446,"55 Meadowood Drive, Auckland",8,Bars<br>Basketball court<br>Climber-Galaxy Youth<br>Module - Large<br>Seesaw<br>Seesaw-Spring<br>Spinner<br>Swing,10932,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13417,"BBQ,playground",Local Park - Leisure
Medlands Playground Reserve,175.496899439089,-36.2692680642638,"73 Sandhills Road, Great Barrier Island",5,Hip Hop seesaw<br>Module<br>Slide<br>Stepping logs/balance beam<br>Swings,10314,,,
Melia Reserve,174.619341634651,-36.8370213337997,"Ginders Drive, Auckland",2,Modern Modular<br>Swing Double,21845,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13424,playground,Local Park - Leisure
Melrose Reserve,174.792291144956,-36.8264044618699,"26 Shoal Bay Road, Auckland",5,Roundabout-Classic<br>Seesaw<br>Slide<br>Springy-3 Animals<br>Swing,20299,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13428,playground,Local Park - Leisure
Melville Park,174.76809551518,-36.8860089794289,"249 Gillies Avenue, Auckland",4,Module<br>Seesaw<br>Seesaw<br>Senior overhead climber<br>Swing<br>Swing,10415,,,
Mervan Street Reserve,174.815129147556,-36.9690258865288,"18R Mervan Street, Auckland",2,Modern modular (large)<br>Swing unit,10708,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13433,playground,Local Park - Leisure
Michaels Avenue Reserve,174.818485474731,-36.8952042083672,"46 Michaels Avenue, Auckland Central",4,Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Module<br>Module<br>Swing<br>Track glide,10441,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1295,"Caters for cricket and soccer, and is home to the Ellerslie Recreation Centre and a number of smaller leased facilities.","A huge open space, accessible by a number of streets with the main entrance being Michaels Avenue. This reserve has it's own wetland area to the north of the park with an interesting array of flora, fauna and wild life."
Middlemore Park,174.843729591343,-36.966826024856,"67R Swaffield Road, Auckland",3,Open Tile<br>Modern modular (large)<br>Swing unit,10825,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13437,playground,Local Park - Leisure
Milford Reserve,174.766512913753,-36.7658516050058,"24 Craig Road, Auckland",2,Module-Large<br>Swing,11068,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13445,"BBQ,playground, toilets",Local Park - Coastal
Millwater Park Playground Reserve,174.668244149571,-36.5990041002759,"Botanical Drive, Auckland",7,Module-Medium<br>Seesaw-Spring<br>Seesaw<br>Spinner<br>Swing snr<br>Swing T bar Jnr<br>Seat,22668,,,
Miranda Reserve,174.701561431631,-36.9112718810322,"32A Miranda Street, Auckland",3,Junior Seesaw<br>Modern Modular<br>Swing Double,21534,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1300,"Playground, table",Local green open space.
Moa Reserve,174.711854738742,-36.8639667279823,"73 Moa Road, Auckland",2,Module<br>Swings,23058,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1315,,Local green open space.
Moira Reserve,174.736755795007,-36.8530561016786,"14 Moira Street, Auckland",3,Slide<br>Springy seesaw<br>Swing T bar,23056,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1320,Playground,Local green open space.
Moire Park,174.630263603741,-36.8289276810241,"38 Granville Drive, Auckland",2,Modern Modular<br>Swing Double,11486,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13469,"BBQ,playground, toilets","Half of this large park in dense bush, where you can walk of jog through the network of tracks. The other half is sports fields."
Monarch Park,174.729302079687,-36.7984444297794,"68 Moore Street, Auckland",8,Log Roll<br>Module-Large<br>Module-Small-Preschool<br>Seesaw-Snake<br>Slide<br>Springy animal butterfly<br>Swing<br>Swing Jnr,22167,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13475,playground,Local Park - Leisure
Monkey Hill,174.749223286456,-36.8723474936635,"Onslow Road, Auckland",1,Swing,21181,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1330,Playground,Small local green open space.
Montgomery Reserve,174.794367249575,-36.8099337794201,"21 Montgomery Avenue, Auckland",5,Module-Large-Boat Shape<br>Overhead Event-Track Ride<br>Springy boat<br>Swing<br>Swing hammock,20303,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13477,playground,Local Park - Leisure
Mountfort Park,174.880946645231,-37.0335398039756,"25R Dr Pickering Avenue, Auckland",4,Galaxy polaris module<br>Modern modular (large)<br>Swing unit<br>Swing unit<br>Wheel chair exercises,10687,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13493,"playground, toilets",Premier Park - Sport
Mt Albert War Memorial Reserve,174.725441898368,-36.8796692228314,"751-773 New North Road, Auckland Central",11,Balance beam<br>Fitness device<br>Fitness device<br>Fitness device<br>Fitness device<br>Flying Fox<br>Junior activity table<br>Junior Module<br>Liberty Swing<br>Rocket structure<br>Senior module<br>Spica<br>Spica<br>Spica<br>Swing<br>Swing T bar,10396,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1350,,Local green open space.
Mt Wellington War Memorial Reserve,174.865511666663,-36.9007420094128,"14 Dunkirk Road, Auckland",3,Large module<br>Seesaw<br>Swing,10407,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1385,,Dunkirk Reserve and Mt Wellington War Memorial Reserve - The War Memorial is one of the most used reserves in the area. Together with the adjoining Dunkirk Road Reserve it makes up an area of 15½ hectares with one kilometre of waterfront bounding the Tamaki River.
Mulberry Grove Reserve & School,175.494960214701,-36.312793377267,"271 Shoal Bay Road, Auckland",5,Cup spinner<br>Cup spinner<br>Cup spinner<br>Module<br>Module - large<br>springy animal<br>Springy animal,20672,,,
Murillo Reserve,174.619734831747,-36.890778002639,"17 Murillo Place, Auckland",4,Climbing Frame<br>Spinner<br>Springy Bike<br>Swing Double,21817,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13505,playground,Local Park - Leisure
Muriwai Beach Playground (DOC),174.428453089129,-36.8304529588228,"341 Motutara Road, Auckland",7,Module-Medium-Jnr<br>Module medium (senior)<br>Overhead<br>Seesaw-Spring<br>Slide<br>Springy whale<br>Springy whale<br>Swing,22471,,,
Murphy Park,174.847095312917,-36.9436681159346,"102 Church Street, Auckland",13,Cross trainer<br>Hip flexor/chin ups<br>Stationary bike<br>Basket swing<br>Climbing frame<br>Medium Modular<br>Modular (medium)<br>Poles<br>Roundabout<br>Seesaw<br>Slide<br>Springy<br>Swing unit,10383,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1395,"Playground, tables, toilets","An open space near the heart of Otahuhu, surrounded by Church Street and Avenue Road, offers many opportunities for informal/formal, passive and/or active events."
Murphy Park,174.847095312917,-36.9436681159346,"102 Church Street, Auckland",13,Cross trainer<br>Hip flexor/chin ups<br>Stationary bike<br>Basket swing<br>Climbing frame<br>Medium Modular<br>Modular (medium)<br>Poles<br>Roundabout<br>Seesaw<br>Slide<br>Springy<br>Swing unit,10383,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13510,"playground, toilets",Local Park - Sport
Murray Halberg Park,174.713766043076,-36.8959764593187,"117 Richardson Road, Auckland",4,Junior Module<br>Rotating Net<br>Senior Module<br>Swings,10065,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1400,Playground,"Narrow space catering to league, rugby and touch with paths that link local streets. Used mainly by locals as an accessway and for walking within the park."
Murrays Bay Beach Reserve,174.753043297971,-36.7327586966575,"513A Beach Road, Auckland",1,Swing,20020,,,
Myers Park,174.761290647422,-36.8550792648466,"72 Greys Avenue, Auckland",14,Caterpillar<br>Creature Bellbird<br>Creature Fantail<br>Creature Snail<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>Flower Canopy Disc<br>kamokama<br>Large Spinner<br>Small Spinner<br>Vines Leaves<br>Vines Leaves<br>Birds Nest Swing<br>Climbing Module<br>Junior Slide<br>Junior Swing<br>Junior Swing<br>Timber Climbing/Seat,10277,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1410,"This park contains many displays of lovely trees offering shade during the hot summer months including Puriri, a huge Morton Bay Fig, and an avenue of palms. Take pleasure from Michelangelo's replica of Moses which was presented to the city in 1971, and other such fascinating works. Pedestrian access is available from Queen Street, Karangahape Road, Greys Avenue and Mayoral Drive.","Immerse yourself in this central city oasis, take a weekday stroll or enjoy a picnic on this sloping, linear, historical park. Myers Park links the diverse and colourful Karangahape Road with Aotea Square and Queen Street."
Narrow Neck Beach,174.80128448685,-36.8128811930244,"2 Old Lake Road, Auckland",4,Climber-Galaxy Youth<br>Seesaw-Spring<br>Slide spiral<br>Swing,11143,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13521,"BBQ,playground, toilets",Local Park - Coastal
Nell Fisher Reserve,174.72635784922701,-36.8130120353391,"204 Hinemoa Street, North Shore",4,Slide<br>Spinner bowl<br>Springy animal ladybird<br>Swing keyhole Jnr,10941,,,
Neptune Avenue Reserve,174.683806007203,-36.7979064865438,"38 Neptune Avenue, Auckland",4,Log Hut<br>Slide<br>Swing hammock<br>Swing T bar,20351,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13530,playground,Local Park - Leisure
Neville Power Memorial Park,174.642458942134,-36.8711690740868,"Kirrie Avenue, Auckland",3,Modern Modular<br>Supernova<br>Swing Double,11479,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13532,"playground, toilets",Local Park - Sport
Newmarket Park,174.784177359655,-36.8644245927205,"51 Ayr Street, Auckland",2,Roktopus<br>Rope climbing net,10395,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1420,Development after the adoption of the first management plan for the Park in 1989 included extensive planting of both native and exotic species. Of note are the many native species planted along the south-eastern edge of the terrace along the top of the steep bank down to the gully.,"Newmarket Park is located on the western slope of the Newmarket Stream gully, with the main entrance and parking facility at 51 Ayr Street, Newmarket."
Nicholson Park,174.764380785503,-36.8836096714223,"25 Poronui Street, Auckland",4,Fantail<br>Module<br>Swing<br>Swing T bar,10444,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1455,"Playground, table","Named after the first Mayor of Mount Eden, Oliver Nicholson, this park is one of five public recreation reserves within Mt Eden that cater for organised sports. Included in the park are a children’s play area, tennis courts, bowling greens and croquet lawns."
Nicolas Reserve,174.625270960902,-36.9104900737872,"West Coast Road, Auckland",5,Modern Modular<br>Modern Modular<br>Spica<br>Springy Animal<br>Swing Double<br>Swing Triple,21826,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13546,playground,Local Park - Leisure
Nile Reserve (Milford),174.753956206193,-36.7767618647595,"39 Nile Road, Auckland",3,Module-Small<br>Seesaw-Spring<br>Swing,21090,,,
Nixon Park,174.746047121123,-36.8700167917983,"7 Fourth Avenue, Auckland",3,Module<br>Seesaw<br>Swings,10151,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1470,"Nixon Skatepark is also home to  Nixon Skatepark, designed for the needs of 6-13 year old skaters.","A medium sized park, sunny location with trees within the park that give it a pleasant feel. Limited use for those passively looking for something to do, but ideal for recreational purposes. Caters for basketball, volleyball, rugby league and touch, has training lights for use on cold dark winter nights."
Normanton Reserve,174.728728700356,-36.7739381483434,"9 Normanton Street, Auckland",9,Fitness device<br>Airwalker<br>Fitness device<br>Bike Step<br>Leg Press<br>Fitness device<br>Module-Medium<br>Overhead Event<br>Roctopus<br>Seesaw standup puppet<br>Spinner,20006,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13555,"playground, toilets",Local Park - Leisure
North Road Reserve,175.037400804956,-36.9910465574654,"6 North Road, Auckland",4,Modern modular (large)<br>Spring Bike<br>Spring Horse<br>Swing unit,22989,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13557,playground,Local Park - Leisure
North Shore Memorial Park,174.793504746173,-36.8198104555466,"235 Schnapper Rock Road, Auckland",1,Gate<br>Gate,10950,,,
Northall Park,174.668244454916,-36.9142287544194,"Titirangi Road, Auckland",2,Modern Modular<br>Playground Track,21852,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13561,"playground, toilets",Local Park - Sport
Northboro Reserve,174.781568830954,-36.8038549645817,"39 Northboro Road, Auckland",8,Boat Surround - Timber<br>Flying Fox<br>Module-Medium-Sandplay<br>Slide<br>Spacenet<br>Stepping logs to slide<br>Swing basket<br>Swing keyhole Jnr,20311,,,
Northcote Shops,174.746788362404,-36.8008105231679,"Ernie May Street, Auckland",7,Archway<br>Archway<br>Archway<br>Archway<br>Climber<br>Rider-Whale<br>Seesaw spring octopus<br>Spinner bowl<br>Swing flower Jnr<br>Swing keyhole Jnr,23359,,,
Northcroft Esplanade Reserve,174.76854619511101,-36.7913444850592,"40 Northcroft Street, Auckland",2,Module-Medium<br>Swing,21094,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13563,playground,Local Park - Coastal
Northwood Reserve,174.698462485457,-36.7384846980934,"44 Northwood Avenue, Auckland",2,Module-Medium<br>Module-Small-Jnr,20207,,,
O'Conner Drive Reserve,174.903063195661,-37.2133275228323,"48 O'Connor Drive, Auckland",5,Play Hut<br>Roundabout<br>Seesaw<br>Slide<br>Swing Unit,22852,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13577,playground,Local Park - Leisure
Oak Park,174.647260087607,-36.8029787909337,"21 Oakpark Place, Auckland",3,Module-Small - Apollo Senior<br>Module-Small-clock tower Junior<br>Swing basket,21909,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13571,playground,Local Park - Leisure
Okahu Bay Reserve,174.81776487483,-36.8517853813077,"14 Tamaki Drive, Auckland",7,Accessible module<br>Commet spinner<br>Flying Fox<br>Large Fort<br>Liberty Swing<br>Roktopus<br>Swing,21798,,,
Okura Reserve,174.719796277497,-36.6775583982214,"81 Okura River Road, North Shore",5,Flying Fox<br>Module-Small-Preschool<br>Spinner bowl<br>Swing snr<br>Swing flower Jnr,11058,,,
Old Mill Reserve,174.722329704443,-36.8605972494527,"120 Old Mill Road, Auckland",2,Module<br>Swings,23078,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1490,"Playground, table",Local green open space.
Olive Grove,174.645577113089,-36.9101071986886,"Verdale Circle, Auckland",2,Modern Modular<br>Swing Double,20949,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13592,playground,Local Park - Leisure
Olympic Park,174.693130239471,-36.9094641692233,"45 Portage Road, Auckland",11,Double Slide<br>Hoop<br>Modern Modular<br>Modern Modular<br>Modern Modular<br>Space Net<br>Space Net<br>Spica<br>Spica<br>Spinner<br>Springy Animal<br>Supernova<br>Swing Double<br>Swing Double<br>Swing Hexagon<br>Swing Single<br>Swing Single,11482,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13593,"Olympic Park, located alongside the Avondale stream, was awarded the Outstanding Park Award 2007 by the New Zealand Recreation Association (NZEA).  The park offers a state of the art playground, large open spaces and sports facilities.",
Omana Esplanade,175.030649133599,-36.8774128881238,"26R Omana Esplanade, Auckland",4,Modern Modular (Large)<br>Modern Modular (Small)<br>Swing<br>Modern modular,10652,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13601,"playground, toilets",Local Park - Coastal
Omana Regional Park,175.022606353822,-36.8794457351801,"2 Beach Road, Auckland East",13,Balancing rope<br>Fire pit<br>Large modular<br>Monkey bar<br>Monkey bars<br>Seesaw<br>Spiral net climer<br>Step'g pods<br>Stepping logs<br>Swing attach to tree<br>Swing set<br>Swing set<br>Timber waka<br>Tree hut-In bush,10467,,,
One Tree Hill Domain,174.775610985378,-36.906069550858,"670 Manukau Road, Auckland",14,Flying Fox<br>Junior Swings<br>Liberty Swing<br>Observatory Starfinder<br>Roctopus<br>Senior Swings<br>Slide<br>Sprial Net Climb<br>Springy seesaw - large<br>Springy seesaw junior<br>Supa nova<br>Swing<br>Train<br>Train station,10362,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1530,,
Onedin Green,174.647483308054,-36.9262412320041,"11 Onedin Place, Auckland",1,Swing Double,21877,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13606,playground,Local Park - Leisure
Onehunga Bay Reserve,174.777398984978,-36.9249897396982,"71 Beachcroft Avenue, Auckland",3,Module<br>Springy rocker<br>Swings,10340,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1505,"Barbecue, playground, pergola, tables, toilets",Onehunga Bay Lagoon.
Onepoto Domain,174.751751835995,-36.8086670889533,"24 Tarahanga Street, Auckland",8,Flying Fox<br>Mai Mai<br>Module-Large-With Tunnel Slide<br>Play Hut<br>Play Hut-With Climber<br>Play Hut-With Slide<br>Spinner<br>Spinner<br>Swing<br>Swing,10927,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13609,"BBQ,playground",Local Park - Sport
Oneroa Beach Reserve,175.011399742064,-36.7823598645688,"Beach Parade, Waiheke Island",1,Swing<br>Swing,20611,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1515,"Barbecue, playground",Long coastal reserve bordering Oneroa Bay.
Opaketai Beach Haven Garden,174.686858235415,-36.79201662073,"364 Rangatira Road, Beach Haven",6,Balance beam<br>Balance beam<br>Binoculars<br>Marble run<br>Periscope<br>Stepping logs<br>Wobbly bridge,11115,,,
Opanuku Reserve,174.629328199768,-36.8789273085449,"1 Henderson Valley Road, Auckland",1,Modern Modular,11485,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13616,playground,Premier Park - Leisure
Orchard Reserve - Avondale,174.680638497315,-36.8900329024912,"35A Orchard Street, Auckland",2,Seesaw Double<br>Swing Double,10247,,,
Orewa Reserve,174.698335690813,-36.5903563878353,"277 Hibiscus Coast Highway, Orewa",13,Module-Climber-Sthn Swing<br>Module-Large-Boat-Nthn Boat<br>Module-Medium-HolidayPk<br>Module-Medium-Skate Slide<br>Module-Medium-Spinner-Middle Snr<br>Module-Medium-Spinner-Middle Snr<br>Module-Small boat bow<br>Module-Small<br>Roctopus-Nthn Boat<br>Spinner Plate<br>Spinner Plate<br>Spinner bowl<br>Spinner<br>Spinner<br>Spinner<br>Swing<br>Swing<br>Swing<br>Swing<br>Turn bars,11273,,,
Ostend Domain,175.041537093288,-36.7984099914302,"67 Wharf Road, Waiheke Island",2,Module<br>Swing,10035,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1565,"Barbecue, playground, tables",Combination of coastal reserve and boat building activities and a sports field leased by Waiheke Sports Club.
Otamariki Park,174.876497298601,-36.9632677203111,"193R East Tamaki Road, Auckland",6,Bank Slide<br>Modern Modular (Large)<br>Modern Modular (Large)<br>Seesaw<br>Springy Animal<br>Swing<br>Swing<br>Swing<br>Track glide Snr,22847,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13645,playground,Local Park - Leisure
Outhwaite Park,174.770170978357,-36.8641506815521,"53 Carlton Gore Road, Auckland",5,Dolphin rocker<br>Pommel swing<br>Seesaw<br>Small module<br>Swing T bar,10326,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1575,"Barbecue (1 November-30 April only), playground, band rotunda, tables, toilets","A lovely local open space surrounded by beautiful gardens. Aucklands first Supreme Registrar, Thomas Outhwaite and his French wife Louise, lived on this volcanic knoll from the 1840's and many of the mature trees date from this time. A great venue for family events, either passive or active."
Owairaka Park,174.722715492667,-36.8952429444163,"56-60 Owairaka Avenue, Auckland Central",8,Ball - plastic<br>Ball - plastic<br>Climbing rocks<br>Climbing rocks<br>Flying Fox<br>Module<br>Slide<br>Spica<br>Spica<br>Spica<br>Stepping stones<br>Swing<br>Swing,10351,,,
Pallister Reserve,174.760471365058,-36.9252972168462,"2 Pallister Drive, Auckland",4,Seesaw<br>Slide<br>Spinner roundabout<br>Swing,23116,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1600,Playground,Small reserve with playground.
Palm Beach Reserve,175.043783647298,-36.780654395011,"53 Palm Road, Waiheke Island",5,Cup spinner<br>Cup spinner<br>Fantail roundabout<br>Large module<br>Springy rocker<br>Springy rocker<br>Swing T bar<br>Swing T bar,10442,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1605,"Barbecue, tables, playground, toilets","Lovely coastal reserve, great for swimming and having fun."
Panmure Basin,174.84874502583,-36.905354639336,"100 Ireland Road, Auckland",6,Balance beams<br>Fitness device<br>Fitness device<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Module<br>Module<br>Ship Module<br>Swing T bar,10020,,,
Parakai Recreation Reserve,174.433790545594,-36.6589869133093,"150 Parkhurst Road, North Shore",2,Module-Medium-Jnr<br>Swing,11323,,,
Paremuka Lakeside,174.615216943064,-36.873139784709,"Hillwell Drive, Auckland",4,Modern Modular<br>Playground Track<br>Springy Animal<br>Swing Double,21975,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13696,playground,Premier Park - Leisure
Park Reserve,174.71762433735,-36.7921650987183,"59 Park Road, Auckland",3,Module-Medium<br>Spinner<br>Swing,22181,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13701,playground,Local Park - Leisure
Parkhaven Reserve,174.941853197299,-37.0898899511135,"80R Parkhaven Drive, Auckland",8,Bay swing set<br>Flying Fox<br>Tube slide<br>Rotating climber<br>Springy seesaw<br>Stepping logs<br>Stepping logs<br>Stepping rock<br>Twirler Spinner,20263,,,
Parkwood Reserve,174.732894698305,-36.7363550539863,"19 Graham Collins Drive, Auckland",2,Module-Medium-Jnr<br>Swing,20053,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13703,playground,Local Park - Leisure
Parrs Park,174.62825145757,-36.9064323692011,"131A Parrs Cross Road, Auckland",19,Fitness Station-Cycle Strider/Stretching<br>Fitness Station-Pull Down Ex/Recum Cycle<br>Fitness Station-Skier/Horse Rider<br>Fitness Station-Twister/Vert Bench Press<br>Basket Swing<br>Double Springy Bees<br>Giant Basket Swing<br>Hip Hop<br>Rotator Tui<br>Sand-Play Features<br>Seesaw Caterpillar<br>Slide Long<br>Slide Spiral<br>Sluice Gate<br>Sluice Gate<br>Springer Ant<br>Springer Ladybug<br>Swing Hexagonal<br>Tower<br>Water Play Features,11335,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13704,"playground, toilets","This park, popular with young people, joggers, walkers and cyclists, offers a large playground, basketball courts, skating facilities and plenty of space for field sports. Follow the walkway as it meanders around the sports fields, through the Macrocarpa"
Patteson Reserve,174.829582358201,-36.8559733317173,"89 Patteson Avenue, Auckland",5,Climbing unit<br>Dragon<br>Flying Fox<br>Module - Bibox<br>Swings,10361,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1635,Playground,Local green open space.
Patts Reserve,174.655056054557,-36.893946825559,"7 Patts Avenue, Auckland",5,Modern Modular<br>Spica<br>Spinner<br>Springy Animal<br>Swing Double,11338,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13707,playground,Local Park - Leisure
Pemberton Reserve,174.702855952519,-36.7812159278926,"35 Pemberton Avenue, Auckland",4,Module-Medium-Climber<br>Play Hut with slide<br>Spinner<br>Swing,22183,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13718,playground,Natural
